,endereço,bairro,point_location,latitude,longitude
7859,"Av. Angélica, 2206 - Consolação, São Paulo - SP, 01228-200, Brazil",Consolação,"23 33m 5.27904s S, 46 39m 39.1316s W",-23.5514664,-46.6608699
7860,"R. Teixeira da Silva, 396 - Paraíso, São Paulo - SP, 04002-031, Brazil",Paraíso,"23 34m 16.6955s S, 46 38m 54.1442s W",-23.5713351,-46.648171
7861,"R. Dep. João Sussumu Hirata, 661a - Vila Andrade, São Paulo - SP, 05715-010, Brazil",Vila Andrade,"23 37m 38.7696s S, 46 43m 57.864s W",-23.6275803,-46.7326972
7862,"R. Topázio, 478 - Vila Mariana, São Paulo - SP, 04105-061, Brazil",Vila Mariana,"23 34m 28.9452s S, 46 38m 0.71664s W",-23.574757,-46.6335084
7863,"R. da Mata, 129 - Itaim Bibi, São Paulo - SP, 04531-020, Brazil",Itaim Bibi,"23 34m 47.9748s S, 46 40m 32.7893s W",-23.5800625,-46.6757963
7864,"Condomínio do Edifficio Conde do Pinhal - R. Bela Cintra, 1900 - Consolação, São Paulo - SP, 01415-006, Brazil",Consolação,"23 33m 42.0887s S, 46 40m 2.51832s W",-23.5617149,-46.667378
7865,"Rua Gaspar Lourenço, 65 - Vila Mariana, São Paulo - SP, 04107-000, Brazil",Vila Mariana,"23 34m 50.0758s S, 46 38m 6.82872s W",-23.5805554,-46.6352057
7866,"R. Caravelas, 420 - Vila Mariana, São Paulo - SP, 04012-060, Brazil",Vila Mariana,"23 34m 59.4566s S, 46 39m 2.25504s W",-23.5832394,-46.6505267
7867,"Condomínio Edifício Portofino - R. Maracá, 73 - Vila Guarani, São Paulo - SP, 04313-210, Brazil",Vila Guarani,"23 38m 1.98204s S, 46 38m 15.6185s W",-23.6338839,-46.6376718
7868,"Condomínio Edifício Green Gold - R. Domingos Fernandes, 21 - Jardim Paulista, São Paulo - SP, 04509-010, Brazil",Jardim Paulista,"23 35m 34.1333s S, 46 39m 55.2848s W",-23.5928102,-46.6653596
7869,"R. Venâncio Aires, 157 - Pompeia, São Paulo - SP, 05024-030, Brazil",Pompeia,"23 31m 47.343s S, 46 40m 46.4423s W",-23.529756,-46.679525
7870,"R. Prof. João Machado, 684 - Freguesia do Ó, São Paulo - SP, 02927-000, Brazil",Freguesia do Ó,"23 29m 51.392s S, 46 42m 17.4758s W",-23.4976752,-46.7048627
7871,"Rua Dr. José Estefno, 187 - Jardim Vila Mariana, São Paulo - SP, 04116-060, Brazil",Jardim Vila Mariana,"23 35m 39.7972s S, 46 37m 36.727s W",-23.5944347,-46.6268204
7872,"Av. Jurucê, 69 - Indianópolis, São Paulo - SP, 04080-010, Brazil",Indianópolis,"23 36m 24.6532s S, 46 39m 51.4454s W",-23.606876,-46.6643625
7873,"Condomínio Edifício Savana - R. Araguari, 373 - Moema, São Paulo - SP, 04514-040, Brazil",Moema,"23 35m 59.298s S, 46 40m 16.9111s W",-23.599805,-46.6713642
7874,"R. Itapicuru, 333 - Perdizes, São Paulo - SP, 05006-000, Brazil",Perdizes,"23 32m 9.52944s S, 46 40m 3.14616s W",-23.5359976,-46.6674339
7875,"Condomínio Edifício Adolpho Lutz - R. Bela Cintra, 2047 - Jardim Paulista, São Paulo - SP, 01415-007, Brazil",Jardim Paulista,"23 33m 45.63s S, 46 40m 5.87172s W",-23.562676,-46.6682988
7876,"Rua Aimberê, 668 - Perdizes, São Paulo - SP, 05018-010, Brazil",Perdizes,"23 32m 9.78576s S, 46 40m 50.6071s W",-23.5360516,-46.6807242
7877,"R. Marina Crespi, 77 - Mooca, São Paulo - SP, 03112-090, Brazil",Mooca,"23 33m 20.7842s S, 46 36m 14.9778s W",-23.5558245,-46.6042144
7878,"R. Mourato Coelho, 393 - Pinheiros, São Paulo - SP, 05417-010, Brazil",Pinheiros,"23 33m 49.3441s S, 46 41m 14.8067s W",-23.5637067,-46.6874463
7879,"R. Barão de Santa Eulália, 500 - Real Parque, São Paulo - SP, 05685-090, Brazil",Real Parque,"23 36m 25.1338s S, 46 42m 26.9143s W",-23.6069837,-46.7074659
7880,"Av. Moema, 435 - Planalto Paulista, São Paulo - SP, 04077-021, Brazil",Planalto Paulista,"23 36m 20.3281s S, 46 39m 25.0956s W",-23.605716,-46.6570355
7881,"R. Araguari, 540 - Vila Uberabinha, São Paulo - SP, 04514-041, Brazil",Vila Uberabinha,"23 35m 57.5668s S, 46 40m 16.4266s W",-23.5993906,-46.6712384
7882,"Rua Dr. James Ferraz Alvim, 93 - Vila Suzana, São Paulo - SP, 05641-020, Brazil",Vila Suzana,"23 37m 2.7066s S, 46 43m 58.4933s W",-23.6174067,-46.7328726
7883,"Condominio Edifício San Francisco - Av. Jandira, 764 - Indianópolis, São Paulo - SP, 04080-004, Brazil",Indianópolis,"23 36m 37.1736s S, 46 39m 30.9614s W",-23.6102906,-46.6585427
7884,"R. Maestro Cardim, 939 - Bela Vista, São Paulo - SP, 01323-001, Brazil",Bela Vista,"23 34m 9.19272s S, 46 38m 30.9437s W",-23.5693338,-46.6419625
7885,"Condomínio Edifício Samambaia - R. Pres. Antônio Cândido, 172 - Lapa, São Paulo - SP, 05083-060, Brazil",Lapa,"23 31m 55.5272s S, 46 42m 52.843s W",-23.5320909,-46.7146786
7886,"Rua Morás, 360 - Vila Madalena, São Paulo - SP, 05434-020, Brazil",Vila Madalena,"23 33m 29.8462s S, 46 41m 31.844s W",-23.5582806,-46.6923384
7887,"Rua Tuim, 585 - Vila Uberabinha, São Paulo - SP, 04514-102, Brazil",Vila Uberabinha,"23 36m 6.04404s S, 46 40m 12.1148s W",-23.601605,-46.6702246
7888,"Av. José Galante, 800 - Vila Andrade, São Paulo - SP, 05642-001, Brazil",Vila Andrade,"23 37m 15.1396s S, 46 44m 20.0418s W",-23.620919,-46.7389937
7889,"Condomínio Edifício Jacipora - R. Beatriz Galvão, 100 - Vila Madalena, São Paulo - SP, 01257-100, Brazil",Vila Madalena,"23 32m 51.0184s S, 46 41m 9.2436s W",-23.5474973,-46.6859151
7890,"R. Afonso de Freitas, 565 - Cj82 - Paraíso, São Paulo - SP, 04006-052, Brazil",Paraíso,"23 34m 35.4551s S, 46 38m 50.0744s W",-23.5764983,-46.6472006
7891,"Av. Engenheiro Luís Gomes Cardim Sangirardi, 607 - Vila Mariana, São Paulo - SP, 04112-080, Brazil",Vila Mariana,"23 35m 3.05268s S, 46 37m 44.0166s W",-23.5841907,-46.6289943
7892,"R. Treze de Maio, 1526 - Bela Vista, São Paulo - SP, 01327-002, Brazil",Bela Vista,"23 33m 59.814s S, 46 38m 41.2206s W",-23.56661,-46.6446977
7893,"R. Praia do Castelo, 270 - Vila Mascote, São Paulo - SP, 04362-020, Brazil",Vila Mascote,"23 38m 45.4265s S, 46 40m 0.26544s W",-23.6456673,-46.666696
7894,"R. Estero Belaco, 186 - Vila da Saúde, São Paulo - SP, 04145-020, Brazil",Vila da Saúde,"23 36m 56.6406s S, 46 38m 0.04992s W",-23.6157023,-46.6332986
7895,"Condomínio Edifício Plaza Mayor - Rua Jerusalem, 53 - Vila N. Conceição, São Paulo - SP, 04510-020, Brazil",Vila N. Conceição,"23 35m 40.0578s S, 46 40m 9.40908s W",-23.5943842,-46.669285
7896,"R. Original, 43 - Vila Madalena, São Paulo - SP, 05435-050, Brazil",Vila Madalena,"23 33m 10.2899s S, 46 41m 14.9633s W",-23.5527695,-46.6875399
7897,"R. Dois de Julho, 234 - Ipiranga, São Paulo - SP, 04215-000, Brazil",Ipiranga,"23 35m 46.513s S, 46 36m 13.3934s W",-23.5962255,-46.603801
7898,"R. Ibituruna, 315 - Parque Imperial, São Paulo - SP, 04302-051, Brazil",Parque Imperial,"23 37m 21.9158s S, 46 38m 12.795s W",-23.6227746,-46.6368757
7899,"R. Ismênia dos Santos, 56 - Vila Mariana, São Paulo - SP, 04112-020, Brazil",Vila Mariana,"23 35m 2.45616s S, 46 37m 41.5506s W",-23.5841685,-46.6283161
7900,"R. Pensilvânia, 553 - Cidade Monções, São Paulo - SP, 04564-001, Brazil",Cidade Monções,"23 36m 47.6705s S, 46 41m 4.92756s W",-23.6131618,-46.6846178
7901,"Alameda dos Anapurus, 441 - Indianópolis, São Paulo - SP, 04087-000, Brazil",Indianópolis,"23 36m 15.4908s S, 46 39m 18.306s W",-23.6042853,-46.6551921
7902,"Rua Correia de Lemos, 244 - Chácara Inglesa, São Paulo - SP, 04140-000, Brazil",Chácara Inglesa,"23 36m 26.3142s S, 46 38m 7.05912s W",-23.6072803,-46.635304
7903,"R. Loureiro da Cruz, 121 - Liberdade, São Paulo - SP, 01529-020, Brazil",Liberdade,"23 34m 9.82884s S, 46 38m 5.09388s W",-23.5696511,-46.6348542
7904,"R. Dias de Toledo, 261 - 1001 - Vila da Saúde, São Paulo - SP, 04143-030, Brazil",Vila da Saúde,"23 36m 51.7324s S, 46 38m 5.15364s W",-23.6143879,-46.6347219
7905,"Rua Bartira, 525 - Perdizes, São Paulo - SP, 05009-000, Brazil",Perdizes,"23 32m 16.2398s S, 46 40m 22.9386s W",-23.5378444,-46.6730385
7906,"Condomínio Edifio Vila Mariana - R. Três de Maio, 260 - Vila Mariana, São Paulo - SP, 04044-020, Brazil",Vila Mariana,"23 36m 8.79084s S, 46 38m 31.7692s W",-23.602431,-46.642122
7907,"Av. Itaboraí, 808 - Cursino, São Paulo - SP, 04135-001, Brazil",Cursino,"23 36m 33.3328s S, 46 37m 36.6877s W",-23.609247,-46.626941
7908,"Rua Embuaçu, 294 - Vila Mariana, São Paulo - SP, 04118-080, Brazil",Vila Mariana,"23 35m 45.8189s S, 46 37m 37.3303s W",-23.5959881,-46.6270333
7909,"R. Garapeba, 255 - Jardim Vila Mariana, São Paulo - SP, 04116-210, Brazil",Jardim Vila Mariana,"23 35m 31.1615s S, 46 37m 31.8576s W",-23.5919974,-46.625469
7910,"R. Leopoldo Couto Magalhães Júnior, 559 - Itaim Bibi, São Paulo - SP, 04542-011, Brazil",Itaim Bibi,"23 35m 15.9601s S, 46 40m 41.9426s W",-23.5877709,-46.6783161
7911,"R. Teodoro Sampaio, 741 - Pinheiros, São Paulo - SP, 05405-050, Brazil",Pinheiros,"23 33m 27.4446s S, 46 40m 38.7908s W",-23.5576036,-46.6774561
7912,"Alameda Campinas, 1085 - Jardim Paulista, São Paulo - SP, 01404-001, Brazil",Jardim Paulista,"23 34m 11.7689s S, 46 39m 25.0531s W",-23.5699103,-46.6569914
7913,"R. Oscar Freire, 1549 - apto 94 bloco B - Pinheiros, São Paulo - SP, 05409-010, Brazil",Pinheiros,"23 33m 31.2422s S, 46 40m 24.3221s W",-23.5586628,-46.6733981
7914,"R. João Elías Saada, 62 - Pinheiros, São Paulo - SP, 54270-050, Brazil",Pinheiros,"23 33m 59.9692s S, 46 41m 49.6493s W",-23.5667768,-46.6971316
7915,"Rua Otto de Barros, 340 - Vila Santo Estefano, São Paulo - SP, 04152-050, Brazil",Vila Santo Estefano,"23 37m 31.076s S, 46 37m 35.9807s W",-23.6252923,-46.6265324
7916,"Condomínio Edifício São Pedro - Rua Paula Ney, 357 - Centro Histórico de São Paulo, São Paulo - SP, 04107-020, Brazil",Centro Histórico de São Paulo,"23 34m 42.4988s S, 46 38m 6.2088s W",-23.5784719,-46.635058
7917,"R. Labatut, nº 276 - Ipiranga, São Paulo - SP, 04214-000, Brazil",Ipiranga,"23 35m 38.7276s S, 46 36m 14.0548s W",-23.5941267,-46.6039596
7918,"R. Pires da Mota, 72 - Liberdade, São Paulo - SP, 01529-001, Brazil",Liberdade,"23 33m 51.691s S, 46 37m 48.814s W",-23.5644121,-46.6302278
7919,"Rua Abrahão Calux, 72 - Vila Moinho Velho, São Paulo - SP, 04286-100, Brazil",Vila Moinho Velho,"23 36m 52.9837s S, 46 36m 23.4925s W",-23.6147177,-46.6065257
7920,"R. Maria Figueiredo, 396 - Vila Mariana, São Paulo - SP, 04002-002, Brazil",Vila Mariana,"23 34m 17.1271s S, 46 39m 0.4248s W",-23.5714232,-46.6501194
7921,"Alameda dos Arapanés, 802 - Indianópolis, São Paulo - SP, 04524-001, Brazil",Indianópolis,"23 36m 16.7184s S, 46 39m 55.0242s W",-23.6046581,-46.665367
7922,"R. Caconde, 310 - Jardim Paulista, São Paulo - SP, 01425-010, Brazil",Jardim Paulista,"23 34m 24.4438s S, 46 39m 34.2659s W",-23.5734996,-46.6595003
7923,"R. Ouvidor Peleja, 67 - Vila Mariana, São Paulo - SP, 04128-000, Brazil",Vila Mariana,"23 36m 9.74196s S, 46 38m 9.73716s W",-23.6027858,-46.6360011
7924,"Rua Soares de Avellar, 92 - Vila Monte Alegre, São Paulo - SP, 04306-020, Brazil",Vila Monte Alegre,"23 37m 46.8736s S, 46 38m 24.4378s W",-23.6297004,-46.6402585
7925,"Cond Edifício Gaia - R. Min. Godói, 616 - Perdizes, São Paulo - SP, 05015-000, Brazil",Perdizes,"23 32m 5.739s S, 46 40m 10.5967s W",-23.5349275,-46.6696102
7926,"Av. Portugal, 605 - 142 - Brooklin, São Paulo - SP, 04559-001, Brazil",Brooklin,"23 36m 51.9534s S, 46 40m 51.5248s W",-23.6144302,-46.6809806
7927,"Rua Caramuru, 295 - Vila da Saúde, São Paulo - SP, 04138-001, Brazil",Vila da Saúde,"23 36m 24.2863s S, 46 38m 11.6318s W",-23.6066977,-46.6366503
7928,"R. Padre João Manuel, 319 - Cerqueira César, São Paulo - SP, 01411-001, Brazil",Cerqueira César,"23 33m 40.451s S, 46 39m 41.0278s W",-23.561206,-46.6613743
7929,"R. Flórida, 1350 - Cidade Monções, São Paulo - SP, 04565-001, Brazil",Cidade Monções,"23 36m 31.9954s S, 46 41m 29.036s W",-23.6090294,-46.6914025
7930,"Condomínio Edifício Costa Dourada - R. Cel. Camisão, 420 - Butantã, São Paulo - SP, 05590-120, Brazil",Butantã,"23 34m 31.7964s S, 46 43m 58.9642s W",-23.575499,-46.7330456
7931,"R. Vig. Albernaz, 767 - Vila Gumercindo, São Paulo - SP, 04134-021, Brazil",Vila Gumercindo,"23 36m 25.2292s S, 46 37m 15.1885s W",-23.607002,-46.62087
7932,"R. Joaquim Antunes, 1034 - Pinheiros, São Paulo - SP, 05415-001, Brazil",Pinheiros,"23 33m 36.1598s S, 46 41m 3.75468s W",-23.5600425,-46.6843418
7933,"R. Baltazar Lisboa, 125 - Vila Mariana, São Paulo - SP, 04110-060, Brazil",Vila Mariana,"23 35m 9.09888s S, 46 38m 1.95072s W",-23.585866,-46.633844
7934,"Alameda Joaquim Eugênio de Lima, 1173 - Jardim Paulista, São Paulo - SP, 01403-003, Brazil",Jardim Paulista,"23 34m 14.9264s S, 46 39m 18.8795s W",-23.5708129,-46.6552443
7935,"apto 14 - R. Dr. João Batista Soares de Faria, 89 - Santana, São Paulo - SP, 02403-050, Brazil",Santana,"23 29m 44.8271s S, 46 37m 45.1794s W",-23.4957853,-46.6292165
7936,"R. Botelho, 155 - Vila Guarani (Zona Sul), São Paulo - SP, 04313-200, Brazil",Vila Guarani (Zona Sul),"23 38m 11.5062s S, 46 38m 24.0932s W",-23.6366261,-46.6398731
7937,"R. Dr. Silvino Canuto Abreu, 153 - Vila Congonhas, São Paulo - SP, 04624-050, Brazil",Vila Congonhas,"23 37m 45.6276s S, 46 40m 10.839s W",-23.6293436,-46.6695967
7938,"Alfredo Pujol, 1408 - Santana, São Paulo - SP, 02017-003, Brazil",Santana,"23 30m 4.72212s S, 46 38m 21.5977s W",-23.5013372,-46.6392374
7939,"Condomínio Edifício Ebora - Alameda Casa Branca, 1099 - Cerqueira César, São Paulo - SP, 01408-001, Brazil",Cerqueira César,"23 34m 9.48324s S, 46 39m 47.1647s W",-23.5692539,-46.663157
7940,"R. Caconde, 235 - Jardim Paulista, São Paulo - SP, 01425-011, Brazil",Jardim Paulista,"23 34m 26.9634s S, 46 39m 33.5297s W",-23.5741792,-46.6593345
7941,"R. Apotribu, 150 - Parque Imperial, São Paulo - SP, 04302-000, Brazil",Parque Imperial,"23 37m 15.4412s S, 46 38m 17.9401s W",-23.6209132,-46.6383892
7942,"Condomínio Edifício Chateau D Avignon - Alameda Joaquim Eugênio de Lima, 310 - Jardim Paulista, São Paulo - SP, 01403-000, Brazil",Jardim Paulista,"23 33m 53.6774s S, 46 38m 58.1557s W",-23.5648696,-46.6495667
7943,"R. Tobias Barreto, 388 - Mooca, São Paulo - SP, 03176-000, Brazil",Mooca,"23 33m 15.2086s S, 46 35m 28.0493s W",-23.5542108,-46.5911825
7944,"Av. Ceci, 1735 - Indianópolis, São Paulo - SP, 04065-003, Brazil",Indianópolis,"23 37m 27.8663s S, 46 38m 52.8677s W",-23.624556,-46.6481612
7945,"R. Fiação da Saúde, 104 - cj 1501 - Vila da Saúde, São Paulo - SP, 04144-020, Brazil",Vila da Saúde,"23 36m 57.9038s S, 46 38m 15.2624s W",-23.6160909,-46.6374997
7946,"R. Monte Alegre, 907 - Perdizes, São Paulo - SP, 05014-001, Brazil",Perdizes,"23 32m 16.8583s S, 46 40m 12.6934s W",-23.5378883,-46.6701035
7947,"Condomínio Edifício Mirante - Alameda Fernão Cardim, 377 - Jardim Paulista, São Paulo - SP, 01403-020, Brazil",Jardim Paulista,"23 34m 5.14416s S, 46 39m 16.353s W",-23.5680974,-46.6544623
7948,"R. Hungara, 155 - Vila Ipojuca, São Paulo - SP, 05055-010, Brazil",Vila Ipojuca,"23 31m 55.7173s S, 46 42m 11.7126s W",-23.53214,-46.703271
7949,"R. Ouvidor Peleja, 253 - Vila Mariana, São Paulo - SP, 04128-000, Brazil",Vila Mariana,"23 36m 9.86328s S, 46 38m 3.255s W",-23.6027373,-46.6341186
7950,"R. Mourato Coelho, 44 - Pinheiros, São Paulo - SP, 05417-000, Brazil",Pinheiros,"23 33m 58.9604s S, 46 41m 7.54116s W",-23.5664026,-46.6854361
7951,"Condomínio Edifício Santa Rosa de Lima - R. Aureliano Coutinho, 382 - Higienópolis, São Paulo - SP, 01224-020, Brazil",Higienópolis,"23 32m 36.3232s S, 46 39m 11.983s W",-23.5434231,-46.6533286
7952,"R. Pereira da Nóbrega, 217 - Vila Monumento, São Paulo - SP, 01549-020, Brazil",Vila Monumento,"23 34m 34.2145s S, 46 36m 51.5574s W",-23.5761061,-46.614439
7953,"Rua Santa, 81 - Vila Mascote, São Paulo - SP, 04363-070, Brazil",Vila Mascote,"23 38m 51.0421s S, 46 39m 56.7666s W",-23.6474567,-46.6657933
7954,"R. Dr. Chibata Miyakoshi, 399 - 72 - Paraíso do Morumbi, São Paulo - SP, 05705-170, Brazil",Paraíso do Morumbi,"23 37m 30.9943s S, 46 43m 17.2891s W",-23.6252777,-46.7214677
7955,"Condomínio Edifício Port Au Prince - Av. Portugal, 412 - Cidade Monções, São Paulo - SP, 04559-000, Brazil",Cidade Monções,"23 36m 46.6607s S, 46 40m 47.9348s W",-23.6129613,-46.6799819
7956,"R. Dr. Fláquer, 115 - Paraíso, São Paulo - SP, 04006-010, Brazil",Paraíso,"23 34m 40.2532s S, 46 38m 59.1158s W",-23.5778483,-46.6497544
7957,"R. Hans Nobiling, 70 - Pinheiros, São Paulo - SP, 01455-060, Brazil",Pinheiros,"23 34m 49.9537s S, 46 41m 32.2051s W",-23.580636,-46.6922739
7958,"Praça Zuinglio Themudo Lessa, 45 - Liberdade, São Paulo - SP, 01527-080, Brazil",Liberdade,"23 33m 44.4733s S, 46 37m 51.267s W",-23.5623567,-46.6307887
7959,"Condomínio Edifício Angra - R. Cunha Bueno, 63 - Liberdade, São Paulo - SP, 01322-040, Brazil",Liberdade,"23 33m 50.4281s S, 46 38m 39.5736s W",-23.5639938,-46.6443359
7960,"Condomínio Edifício Pioneiro - R. Ararapira, 58 - Planalto Paulista, São Paulo - SP, 04069-010, Brazil",Planalto Paulista,"23 37m 19.191s S, 46 38m 26.8476s W",-23.6220806,-46.6407929
7961,"Rua Bamboré, 283 - Ipiranga, São Paulo - SP, 04278-060, Brazil",Ipiranga,"23 36m 2.27412s S, 46 36m 29.5333s W",-23.6005942,-46.6081954
7962,"R. Queluz, 112 - Jardim Paulista, São Paulo - SP, 01425-020, Brazil",Jardim Paulista,"23 34m 24.0708s S, 46 39m 33.8854s W",-23.57335,-46.6592247
7963,"R. Dep. Joaquim Libânio, 79 - Vila Mariana, São Paulo - SP, 04120-090, Brazil",Vila Mariana,"23 35m 42.1354s S, 46 37m 50.4383s W",-23.5951752,-46.6306595
7964,"Edifício Saint Jacques - R. Domingos Leme, 676 - Vila Nova Conceição, São Paulo - SP, 04510-040, Brazil",Vila Nova Conceição,"23 35m 38.224s S, 46 40m 14.326s W",-23.5939681,-46.6706296
7965,"Rua Alexandre Dumas, 1056 - Santo Amaro, São Paulo - SP, 04717-002, Brazil",Santo Amaro,"23 38m 0.69036s S, 46 42m 5.8626s W",-23.6336203,-46.7016758
7966,"Condomínio Edifício Oscar Porto - R. Maria Figueiredo, 350 - Paraíso, São Paulo - SP, 04002-002, Brazil",Paraíso,"23 34m 16.4626s S, 46 38m 58.7195s W",-23.5712572,-46.6496199
7967,"R. Conselheiro Ramalho, 726 - Bela Vista, São Paulo - SP, 01325-001, Brazil",Bela Vista,"23 33m 30.0031s S, 46 38m 39.8296s W",-23.5582948,-46.6444298
7968,"R. Copacabana, 472 - Chora Menino, São Paulo - SP, 02461-000, Brazil",Chora Menino,"23 29m 32.3106s S, 46 38m 20.9926s W",-23.4923989,-46.6391726
7969,"Av. Iraí, 556 - Moema, São Paulo - SP, 04082-001, Brazil",Moema,"23 36m 40.7257s S, 46 39m 44.7617s W",-23.6113117,-46.662285
7970,"R. Lucrécia Maciel, 116 - Vila Guarani (Zona Sul), São Paulo - SP, 04314-130, Brazil",Vila Guarani (Zona Sul),"23 38m 5.38944s S, 46 38m 11.6754s W",-23.6347762,-46.6366654
7971,"R. dos Jacintos, 50 - Mirandópolis, São Paulo - SP, 04049-050, Brazil",Mirandópolis,"23 36m 15.9203s S, 46 38m 21.2694s W",-23.6044096,-46.6392561
7972,"R. Iquiririm, 352 - Vila Indiana, São Paulo - SP, 05586-000, Brazil",Vila Indiana,"23 34m 22.2193s S, 46 43m 35.2819s W",-23.572852,-46.7264695
7973,"R. Califórnia, 945 - Jardim Prainha, São Paulo - SP, 04566-061, Brazil",Jardim Prainha,"23 36m 45.4892s S, 46 41m 5.61984s W",-23.6126539,-46.6849084
7974,"Rua Conde de Porto Alegre, 1270 - Campo Belo, São Paulo - SP, 04608-002, Brazil",Campo Belo,"23 37m 18.3835s S, 46 40m 23.111s W",-23.6217705,-46.6730862
7975,"Condomínio Parco Dei Principi - Av. José Galante, 294 - Morumbi, São Paulo - SP, 05642-000, Brazil",Morumbi,"23 37m 9.51132s S, 46 44m 4.67304s W",-23.6193109,-46.7345497
7976,"R. Tatuí, 40 - Jardim Paulista, São Paulo - SP, 01409-010, Brazil",Jardim Paulista,"23 33m 59.8993s S, 46 39m 39.4916s W",-23.566674,-46.660957
7977,"Rua Adalívia de Toledo, 115 - Paineiras do Morumbi, São Paulo - SP, 05684-030, Brazil",Paineiras do Morumbi,"23 36m 28.2654s S, 46 42m 30.9809s W",-23.6078165,-46.7086653
7978,"R. Caravelas, 11 - Vila Mariana, São Paulo - SP, 04012-060, Brazil",Vila Mariana,"23 34m 51.6619s S, 46 38m 50.2879s W",-23.5810417,-46.6472669
7979,"R. da Mooca, 4633 - Mooca, São Paulo - SP, 03165-003, Brazil",Mooca,"23 33m 42.232s S, 46 34m 53.0587s W",-23.5616697,-46.5813702
7980,"Rua Evaristo de Morais, 25 - Paraíso, São Paulo - SP, 04007-070, Brazil",Paraíso,"23 34m 35.4338s S, 46 39m 0.77472s W",-23.5764612,-46.6502531
7981,"Alameda Ribeirão Preto, 561 - Bela Vista, São Paulo - SP, 01331-001, Brazil",Bela Vista,"23 33m 43.8271s S, 46 39m 5.94s W",-23.5623834,-46.6514729
7982,"R. Maestro Cállia, 225 - Vila Mariana, São Paulo - SP, 04012-100, Brazil",Vila Mariana,"23 34m 58.7528s S, 46 38m 45.7393s W",-23.5831383,-46.6460884
7983,"Edifício Loft Klabin - R. Ernesto de Oliveira, 234 - Vila Mariana, São Paulo - SP, 04116-170, Brazil",Vila Mariana,"23 35m 34.1225s S, 46 37m 29.7804s W",-23.5928118,-46.624939
7984,"R. Arminda Fernandes de Almeida, 141 - Jardim da Gloria, São Paulo - SP, 04117-170, Brazil",Jardim da Gloria,"23 35m 15.8629s S, 46 37m 34.4161s W",-23.5877407,-46.6261636
7985,"Rua Édison, 296 - Campo Belo, São Paulo - SP, 04618-031, Brazil",Campo Belo,"23 37m 9.73812s S, 46 40m 44.1977s W",-23.6193129,-46.6788997
7986,"Condomínio Edifício Anapurus - Av. Miruna, 327 - Indianópolis, São Paulo - SP, 04084-001, Brazil",Indianópolis,"23 36m 45.8914s S, 46 39m 49.2451s W",-23.6127481,-46.6636784
7987,"902 - Alameda Campinas - Jardim Paulista, São Paulo - SP, 01404-001, Brazil",Jardim Paulista,"23 34m 6.65724s S, 46 39m 21.6274s W",-23.5685205,-46.6560747
7988,"R. Oriçanga, 244 - Mirandópolis, São Paulo - SP, 04052-030, Brazil",Mirandópolis,"23 36m 33.494s S, 46 38m 22.0049s W",-23.6093169,-46.6394021
7989,"R. Morgado de Mateus, 126 - Vila Mariana, São Paulo - SP, 04015-050, Brazil",Vila Mariana,"23 35m 7.09692s S, 46 38m 36.1219s W",-23.5853047,-46.6433672
7990,"Rua Dr. Pinto Ferraz, 124 - Vila Mariana, São Paulo - SP, 04117-040, Brazil",Vila Mariana,"23 35m 22.065s S, 46 37m 57.9824s W",-23.5895812,-46.6325955
7991,"R. Antônio de Macedo Soares, 984 - Campo Belo, São Paulo - SP, 04607-001, Brazil",Campo Belo,"23 37m 21.823s S, 46 40m 31.4407s W",-23.6227371,-46.675429
7992,"R. Dr. Albuquerque Lins, 928 - Santa Cecilia, São Paulo - SP, 01230-001, Brazil",Santa Cecilia,"23 32m 17.0833s S, 46 39m 27.9781s W",-23.5380644,-46.6577914
7993,"R. Apotribu, 228 - Vila da Saúde, São Paulo - SP, 04302-000, Brazil",Vila da Saúde,"23 37m 15.3574s S, 46 38m 14.6389s W",-23.6208108,-46.6374201
7994,"R. Visc. da Luz, 134 - Vila Nova Conceição, São Paulo - SP, 04537-070, Brazil",Vila Nova Conceição,"23 35m 38.2333s S, 46 40m 34.4284s W",-23.5940667,-46.6762065
7995,"Av. Jandira, 684 - Indianópolis, São Paulo - SP, 04080-004, Brazil",Indianópolis,"23 36m 35.2174s S, 46 39m 33.1528s W",-23.6098742,-46.6591796
7996,"R. Visc. de Inhaúma, 283 - Vila da Saúde, São Paulo - SP, 04145-030, Brazil",Vila da Saúde,"23 37m 1.5978s S, 46 37m 58.899s W",-23.617116,-46.633042
7997,"Condomínio Edificio Puerto Rico - Alameda Jaú, 712 - Cerqueira César, São Paulo - SP, 01420-002, Brazil",Cerqueira César,"23 33m 54.0097s S, 46 39m 21.1554s W",-23.5650789,-46.6559496
7998,"2421 Cond Edifício King Richard - R. Oscar Freire, 1399 - Jardim Paulista, São Paulo - SP, 05409-010, Brazil",Jardim Paulista,"23 33m 35.041s S, 46 40m 20.8978s W",-23.5597336,-46.6724716
7999,"Av. Higienópolis, 111 - Consolação, São Paulo - SP, 01238-001, Brazil",Consolação,"23 32m 42.509s S, 46 39m 11.6312s W",-23.5451403,-46.6531649
8000,"R. Melo Palheta, 321 - Água Branca, São Paulo - SP, 05002-030, Brazil",Água Branca,"23 31m 43.0288s S, 46 40m 31.1624s W",-23.528609,-46.675291
8001,"R. Cel. Conrado Siqueira Campos, 130a - Jardim das Acacias, São Paulo - SP, 04704-140, Brazil",Jardim das Acacias,"23 37m 25.3646s S, 46 41m 13.8268s W",-23.6237686,-46.6870456
